Date;Open;High;Low;Close;px Change;Volatility;Change;Gain;Loss;Av Gain;Av Loss;RS;RSI
29/10/2015;1153.09998;1155.90002;1136.05005;1145.05005;-0.71 %;22.57 %;-8.14989999999989;0;8.14989999999989;4.36070928571428;5.95713571428571;0.732014426875811;42.2637603657962
30/10/2015;1145;1145;1130;1135.44995;-0.84 %;15.28 %;-9.60010000000011;0;9.60010000000011;4.36070928571428;3.46428571428571;1.25876144329897;55.7279498033454
02/11/2015;1130;1135.80005;1114.09998;1131.19995;-0.38 %;11.84 %;-4.25;0;4.25;4.36070928571428;2.08928571428571;2.08717709401709;67.6079483118093
03/11/2015;1133.40002;1150.44995;1133.40002;1145.5;1.26 %;12.50 %;14.3000500000001;14.3000500000001;0;5.38214142857143;1.96071142857142;2.74499416392593;73.2976886951491
04/11/2015;1150.09998;1157.59998;1132.30005;1136.80005;-0.76 %;13.24 %;-8.69994999999994;0;8.69994999999994;5.38214142857143;2.56427928571428;2.09889049861128;67.7303860704942
05/11/2015;1142.94995;1145;1119.40002;1122.90002;-1.23 %;14.57 %;-13.90003;0;13.90003;5.38214142857143;3.38214142857143;1.59134132686012;61.4099466699093
06/11/2015;1123;1143.90002;1122.90002;1138.30005;1.36 %;14.25 %;15.40003;15.40003;0;5.26429142857144;3.38214142857143;1.55649653917489;60.883968169863
09/11/2015;1120;1140;1115.19995;1134.59998;-0.33 %;13.48 %;-3.7000700000001;0;3.7000700000001;4.26429142857144;3.64643214285715;1.16944214550231;53.9052008336243
10/11/2015;1127.5;1127.5;1100.09998;1103.84998;-2.75 %;17.09 %;-30.75;0;30.75;3.37500071428571;5.84286071428572;0.577628131034149;36.6137063400048
11/11/2015;1103.84998;1103.84998;1103.84998;1103.84998;0.00 %;17.09 %;0;0;0;3.37500071428571;5.84286071428572;0.577628131034149;36.6137063400048
12/11/2015;1103.84998;1103.84998;1103.84998;1103.84998;0.00 %;16.21 %;0;0;0;2.55357214285714;5.84286071428572;0.437041419901332;30.4125833708634
13/11/2015;1099.94995;1106;1090;1100.80005;-0.28 %;16.05 %;-3.0499299999999;0;3.0499299999999;2.39285785714286;6.06071285714285;0.394814589231489;28.3058832535601
16/11/2015;1083.65002;1094;1067.19995;1080.19995;-1.89 %;17.35 %;-20.6001000000001;0;20.6001000000001;2.39285785714286;7.33572000000001;0.326192637824624;24.5961731743349
17/11/2015;1080;1082.90002;1052;1061.5;-1.75 %;17.79 %;-18.6999499999999;0;18.6999499999999;2.12143428571429;8.67143071428572;0.24464639753384;19.6558956839939
18/11/2015;1041;1045.15002;1011.25;1020;-3.99 %;22.91 %;-41.5;0;41.5;2.12143428571429;11.0535807142857;0.191922811308786;16.1019496806212
19/11/2015;1030.25;1052;1023.79999;1047.80005;2.69 %;27.33 %;27.8000500000001;27.8000500000001;0;4.10715214285716;10.3678592857143;0.39614273589885;28.3740856656615
20/11/2015;1048;1063.19995;1042.05005;1052.40002;0.44 %;27.66 %;4.59996999999999;4.59996999999999;0;4.43572142857144;10.0642878571429;0.440738728018723;30.5911626756101
23/11/2015;1050;1062.40002;1038;1053.69995;0.12 %;26.66 %;1.2999299999999;1.2999299999999;0;3.50714142857143;10.0642878571429;0.348473878962267;25.8420933767318
24/11/2015;1050;1050.80005;1037;1041.15002;-1.20 %;26.77 %;-12.5499299999999;0;12.5499299999999;3.50714142857143;10.3392864285714;0.33920536516716;25.3288535119347
25/11/2015;1041.15002;1041.15002;1041.15002;1041.15002;0.00 %;26.75 %;0;0;0;3.50714142857143;9.34642714285714;0.375238727587119;27.2853519945211
26/11/2015;1040.94995;1059.5;1040.05005;1052.40002;1.07 %;26.37 %;11.25;11.25;0;3.21071071428571;9.34642714285714;0.343522788463552;25.5688099534511
27/11/2015;1058;1070;1045;1066.34998;1.32 %;27.55 %;13.9499599999999;13.9499599999999;0;4.20713642857142;9.08213642857142;0.463232022735997;31.6581386641492
30/11/2015;1070;1098.30005;1056.19995;1087.90002;2.00 %;27.22 %;21.5500400000001;21.5500400000001;0;5.746425;6.88570785714285;0.834543828930961;45.4905364358219
01/12/2015;1088;1095;1072.94995;1079;-0.82 %;27.38 %;-8.90002000000004;0;8.90002000000004;5.746425;7.52142357142856;0.764007630394437;43.3109028118888
02/12/2015;1079.94995;1079.94995;1059;1060.69995;-1.71 %;28.13 %;-18.3000500000001;0;18.3000500000001;5.746425;8.82857;0.650889668428749;39.4266001463465
03/12/2015;1061;1064.80005;1049.05005;1057.75;-0.28 %;28.13 %;-2.94994999999994;0;2.94994999999994;5.746425;8.82142857142857;0.651416599190284;39.4459277876754
04/12/2015;1049;1064.90002;1040.09998;1049.05005;-0.83 %;27.31 %;-8.69994999999994;0;8.69994999999994;5.746425;7.97141785714285;0.72087865709497;41.8901503672485
07/12/2015;1055.30005;1059;1040;1046.25;-0.27 %;26.40 %;-2.80005000000006;0;2.80005000000006;5.746425;6.83571071428571;0.840647774633112;45.6713004094808
08/12/2015;1045.05005;1062.75;1039.30005;1044.40002;-0.18 %;19.61 %;-1.84997999999996;0;1.84997999999996;5.746425;4.00356642857142;1.43532650263792;58.9377441210938
09/12/2015;1043;1046.94995;1022.54999;1028.19995;-1.56 %;17.16 %;-16.2000700000001;0;16.2000700000001;3.76070714285713;5.16071428571429;0.728718339100344;42.1536766642727
10/12/2015;1036.59998;1051.59998;1030.30005;1047.34998;1.85 %;19.01 %;19.15003;19.15003;0;4.79999714285714;5.16071428571429;0.930103252595154;48.1893003052851
11/12/2015;1054;1061.90002;1045.90002;1052.80005;0.52 %;19.15 %;5.4500700000001;5.4500700000001;0;5.09643571428572;5.16071428571429;0.987544636678201;49.6866645636041
14/12/2015;1049.5;1073.15002;1048.05005;1069.5;1.57 %;19.41 %;16.6999499999999;16.6999499999999;0;6.28928928571429;4.26429071428572;1.47487348004784;59.5938940692569
15/12/2015;1073.25;1079.09998;1058.80005;1077.55005;0.75 %;19.53 %;8.05005000000006;8.05005000000006;0;6.86429285714286;4.26429071428572;1.60971503048489;61.6816400136149
16/12/2015;1083.40002;1098;1083.40002;1095.84998;1.68 %;20.19 %;18.2999299999999;18.2999299999999;0;7.36785928571428;4.26429071428572;1.7278041717539;63.3404769171158
17/12/2015;1100;1109.80005;1088;1107.09998;1.02 %;19.93 %;11.25;11.25;0;7.17500500000001;4.26429071428572;1.6825787641455;62.7224365835709
18/12/2015;1103.40002;1103.40002;1079.44995;1083.15002;-2.19 %;20.78 %;-23.9499599999999;0;23.9499599999999;5.63571642857143;5.97500214285714;0.943215800400789;48.5389116435884
21/12/2015;1077;1107.40002;1065.94995;1103.44995;1.86 %;21.88 %;20.2999299999999;20.2999299999999;0;7.08571142857142;5.33928642857143;1.32708958834922;57.027868415269
22/12/2015;1097.44995;1097.44995;1080.09998;1083.75;-1.80 %;22.03 %;-19.6999499999999;0;19.6999499999999;7.08571142857142;5.43927928571428;1.30269306949936;56.572588277368
23/12/2015;1095.05005;1102.5;1087.05005;1100.84998;1.57 %;22.71 %;17.09998;17.09998;0;8.30713857142856;5.22856857142857;1.58879786273107;61.3720323862968
24/12/2015;1102.05005;1104.44995;1090.09998;1096.34998;-0.41 %;22.38 %;-4.5;0;4.5;8.30713857142856;4.92857214285714;1.68550613253534;62.7630714417354
25/12/2015;1096.34998;1096.34998;1096.34998;1096.34998;0.00 %;22.28 %;0;0;0;8.30713857142856;4.72856857142857;1.75679773824637;63.7260294389202
28/12/2015;1090;1110;1090;1104.75;0.76 %;22.22 %;8.40002000000004;8.40002000000004;0;8.90713999999999;4.59642714285714;1.93783991852057;65.9613856529127
29/12/2015;1101.25;1110;1097.30005;1104.69995;0.00 %;20.46 %;-0.0500500000000557;0;0.0500500000000557;8.90713999999999;3.44285428571428;2.58713824658776;72.1226244639095
30/12/2015;1101.09998;1106.59998;1083;1086.30005;-1.68 %;21.45 %;-18.3998999999999;0;18.3998999999999;7.53928071428571;4.75713285714284;1.58483711527322;61.312842728417
31/12/2015;1090.15002;1109.94995;1087;1105.40002;1.74 %;22.34 %;19.09997;19.09997;0;8.51427357142856;4.75713285714284;1.78979099956066;64.1550209260307
01/01/2016;1100;1108.94995;1093.19995;1105.25;-0.01 %;21.66 %;-0.15002000000004;0;0.15002000000004;7.32141999999999;4.76784857142856;1.53558148718769;60.5613148284524
04/01/2016;1099.94995;1102.44995;1076.05005;1078.90002;-2.41 %;24.21 %;-26.34998;0;26.34998;6.74641642857142;6.64998999999999;1.01450023662764;50.3598966225964
05/01/2016;1085.5;1085.5;1062.25;1074.05005;-0.45 %;23.01 %;-4.84996999999999;0;4.84996999999999;5.43927857142857;6.99641642857141;0.77743779647193;43.7392407213958
06/01/2016;1074.65002;1074.65002;1058.90002;1069.34998;-0.44 %;22.40 %;-4.7000700000001;0;4.7000700000001;4.63570714285714;7.33213571428571;0.632245136137492;38.7346926107939
07/01/2016;1060.05005;1067.90002;1047.90002;1050.80005;-1.75 %;21.74 %;-18.5499299999999;0;18.5499299999999;4.63570714285714;6.94641928571428;0.667352048902482;40.0246636180859
08/01/2016;1061.5;1067.40002;1055.5;1063.30005;1.18 %;20.65 %;12.5;12.5;0;4.07856928571429;6.94641928571428;0.587147005954867;36.9938640687934
11/01/2016;1056.30005;1069.94995;1052.09998;1055.69995;-0.72 %;19.57 %;-7.60010000000011;0;7.60010000000011;4.07856928571429;6.08214428571429;0.67058081724467;40.1405792717455
12/01/2016;1062;1062.94995;1030.84998;1049.94995;-0.55 %;17.88 %;-5.75;0;5.75;2.85714214285715;6.49285857142858;0.440043797570121;30.5576676426533
13/01/2016;1057;1091;1048.09998;1083.40002;3.14 %;23.16 %;33.4500700000001;33.4500700000001;0;5.24643285714287;6.17143;0.850116238399021;45.9493420334854
14/01/2016;1066;1155;1054.34998;1133;4.48 %;30.20 %;49.59998;49.59998;0;8.78928857142858;6.17143;1.42418994810418;58.7491070663814
15/01/2016;1148;1164;1137.55005;1139.90002;0.61 %;30.15 %;6.90002000000004;6.90002000000004;0;8.68214571428572;6.17143;1.40682884101184;58.4515532238847
18/01/2016;1139.90002;1162.09998;1128.34998;1131.90002;-0.70 %;30.40 %;-8;0;8;8.68214571428572;6.73928357142857;1.28828912187254;56.2992285178681
19/01/2016;1135;1158.94995;1128.55005;1139.65002;0.68 %;29.24 %;7.75;7.75;0;9.23571714285715;5.42500500000001;1.70243477063286;62.9963316463021
20/01/2016;1134;1160;1117;1121.25;-1.63 %;29.60 %;-18.40002;0;18.40002;7.87143357142858;6.73929214285715;1.16799114871009;53.8743504282764
21/01/2016;1135;1142.5;1122;1137.05005;1.40 %;30.10 %;15.8000500000001;15.8000500000001;0;9.00000857142859;6.72857642857144;1.33757989776441;57.2207135697749
22/01/2016;1148.09998;1152.5;1131;1136.25;-0.07 %;27.70 %;-0.800050000000056;0;0.800050000000056;9.00000857142859;4.90358142857144;1.83539494602633;64.7315446688846
